,full_id,NFA,building_usage,yearly_demand_useful_renovated,yearly_demand_delivered_renovated,yearly_demand_delivered_renovated_DH,consumer_size_renovated,npv_Gas_25years_ir_0.05,npv_DH_25years_ir_0.05,savings_npv_25years_ir_0.05,operator_selling_price,savings/NFA [€/m2]
0,w24853838,27974.42320393324,trade,1197392.8826751309,1330436.536305701,1496741.1033439136,nr2,-1846983.2309463136,-5743936.09315997,-3896952.8622136563,0.08458105656240983,-139.30413627494346
1,w24853840,937.1926232803613,trade,88019.54120636193,97799.49022929103,110024.4265079524,nr2,-135770.4884970877,-542114.2599002544,-406343.7714031667,0.08458105656240983,-433.5755119165176
2,w24853841,8998.296452549099,trade,370411.49455784855,411568.3272864984,463014.36819731066,nr2,-571361.1872066937,-2321454.2421292807,-1750093.054922587,0.08458105656240983,-194.49159784314605
3,w25538793,404.8852469230536,trade,30724.044681390333,34137.827423767034,38405.05585173791,nr1,-51481.62126278791,-261373.9854587128,-209892.3641959249,0.09187992946373454,-518.399634936103
4,w27689586,5481.69515059907,office,239232.2588022705,265813.6208914117,299040.3235028381,nr2,-369016.70011770434,-316871.29325004446,52145.40686765988,0.08458105656240983,9.51264261055472
5,w28994179,16672.165487814695,other,602602.7887910821,669558.6542123135,753253.4859888526,nr2,-929517.1717841114,-798167.9642883567,131349.2074957547,0.08458105656240983,7.878353150450362
6,w28994181,2845.002712316811,trade,324149.90597616514,360166.56219573907,405187.3824702064,nr2,-500002.504869771,-429347.61569275835,70654.88917701266,0.08458105656240983,24.8347352609289
7,w29249266,23411.247439788887,trade,2697249.5326306587,2996943.9251451762,3371561.915788323,nr2,-4160518.012531257,-3572599.079663261,587918.9328679959,0.08458105656240983,25.112670069378307
8,w30213059,1747.46707642246,ab,186541.77691087977,207268.64101208863,233177.2211385997,r2,-307897.93044858123,-735026.0084196012,-427128.07797102,0.08458105656240983,-244.4269673140093
9,w50930444,8762.936898044496,other,330222.16830016905,366913.5203335212,412777.7103752113,nr2,-509368.99338712863,-2233884.697242918,-1724515.7038557893,0.08458105656240983,-196.79654480230545
