,full_id,NFA,building_usage,yearly_demand_useful_renovated,yearly_demand_delivered_renovated,yearly_demand_delivered_renovated_DH,consumer_size_renovated,npv_Gas_25years_ir_0.05,npv_DH_25years_ir_0.05,savings_npv_25years_ir_0.05,operator_selling_price
0,w24853838,27974.42320393324,trade,1197392.8826751309,1330436.536305701,1496741.1033439136,nr2,-1385237.423209735,-5863297.151633918,-4478059.728424183,0.15746988176611104
1,w24853840,937.1926232803613,trade,88019.54120636193,97799.49022929103,110024.4265079524,nr2,-101827.86637281577,-514923.990194227,-413096.1238214113,0.15746988176611104
2,w24853841,8998.296452549099,trade,370411.49455784855,411568.3272864984,463014.36819731066,nr2,-428520.8904050202,-2195005.234163556,-1766484.3437585356,0.15746988176611104
3,w25538793,404.8852469230536,trade,30724.044681390333,34137.827423767034,38405.05585173791,nr1,-38611.21594709093,-234319.61590650224,-195708.3999594113,0.17105865328907496
4,w27689586,5481.69515059907,office,239232.2588022705,265813.6208914117,299040.3235028381,nr2,-276762.5250882782,-589939.2501244198,-313176.7250361416,0.15746988176611104
5,w28994179,16672.165487814695,other,602602.7887910821,669558.6542123135,753253.4859888526,nr2,-697137.8788380835,-1485999.5851818675,-788861.706343784,0.15746988176611104
6,w28994181,2845.002712316811,trade,324149.90597616514,360166.56219573907,405187.3824702064,nr2,-375001.8786523283,-799343.505833525,-424341.6271811967,0.15746988176611104
7,w29249266,23411.247439788887,trade,2697249.5326306587,2996943.9251451762,3371561.915788323,nr2,-3120388.509398442,-6651332.786995659,-3530944.2775972164,0.15746988176611104
8,w30213059,1747.46707642246,ab,186541.77691087977,207268.64101208863,233177.2211385997,r2,-230923.44783643587,-821661.1791599693,-590737.7313235335,0.15746988176611104
9,w50930444,8762.936898044496,other,330222.16830016905,366913.5203335212,412777.7103752113,nr2,-382026.74504034646,-2071863.4283281546,-1689836.6832878082,0.15746988176611104
10,w50930445,4934.112452852726,other,202146.16980193532,224606.85533548368,252682.71225241915,nr2,-233858.446479612,-1393245.5494208364,-1159387.1029412244,0.15746988176611104
11,w50930458,1974.6456010334193,other,60554.61203303029,67282.90225892254,75693.26504128786,nr2,-70054.29541947476,-674404.7545417572,-604350.4591222825,0.15746988176611104
