,full_id,building_usage,yearly_demand_useful_renovated,yearly_demand_delivered_renovated,yearly_demand_useful_unrenovated,yearly_demand_delivered_unrenovated,consumer_size_renovated,consumer_size_unrenovated,npv_unrenovated_25years_ir_0.05_gas,npv_renovated_25years_ir_0.05_dh,savings_npv_25years_ir_0.05,NFA
163,w99758869,other,8736.207849217513,10920.259811521892,36782.57152472311,40869.523916359016,nr1,nr1,-61633.37008340504,-98512.20434087983,-36878.834257474795,105.27734354436397
164,w99758874,ab,73910.07250364788,92387.59062955985,145140.5559918637,161267.2844354041,r2,r2,-239562.83441752108,-383266.8491765216,-143704.0147590005,732.9468768487684
165,w99758876,sfh,12352.210694951837,15440.263368689795,19767.0966607297,21963.44073414411,r1,r1,-35443.64860336986,-121311.29704644803,-85867.64844307817,118.68904608124866
166,w99758878,other,50045.05270888446,62556.31588610557,165946.20228490618,184384.6692054513,nr2,nr2,-255972.6697010977,-372233.3640451085,-116260.69434401079,556.4759241774678
167,w99758879,other,12063.985867794016,15079.982334742519,63241.62786203879,70268.47540226532,nr1,nr2,-97550.45971041064,-174229.2662239567,-76678.80651354608,141.26093079326674
168,w99758882,other,53874.88809445505,67343.6101180688,173463.4893925074,192737.21043611935,nr2,nr2,-267568.11463052564,-366216.28020889807,-98648.16557837243,536.390386541374
169,w99758886,sfh,9862.178496867567,12327.723121084458,28508.101772463415,31675.66863607046,r1,r1,-51116.820993731046,-99875.49059900297,-48758.66960527192,70.57262436598539
170,w99758887,sfh,11592.59887534742,14490.748594184273,35123.0717850301,39025.635316700114,r1,r1,-62977.87862254458,-116674.34003047456,-53696.46140792998,84.85345135740936
171,w99758888,other,5611.650315189278,7014.562893986597,23233.64309960051,25815.158999556123,nr1,nr1,-38930.60392966114,-63555.10183906629,-24624.497909405145,71.82869699064176
172,w99758891,trade,109673.71393623555,137092.14242029443,394777.7044394887,438641.8938216541,nr2,nr2,-608946.161782927,-899020.6395989035,-290074.4778159765,1365.0763243824242
173,w99758895,other,11343.022479982455,14178.778099978068,11343.022479982455,12603.358311091617,nr1,nr1,-19006.52057193013,-16143.617589037676,2862.902982892454,154.4283221337944
174,w99758899,th,20589.83452385864,25737.2931548233,51555.465518172896,57283.85057574766,r1,r2,-85095.26069295636,-145970.17174738846,-60874.9110544321,158.4874060918577
175,w99758900,sfh,10694.216001383687,13367.770001729608,14105.077346915961,15672.308163239957,r1,r1,-25291.291563350238,-98720.1989385252,-73428.90737517495,82.77785695786588
176,w99758903,trade,29613.781724427085,37017.22715553385,111219.17925647758,123576.86584053065,nr1,nr2,-171556.02143499584,-263251.2609261721,-91695.23949117624,400.34018093422054
177,w99758905,sfh,14100.026680676654,17625.033350845817,42224.87349281815,46916.52610313128,r1,r1,-75711.85612576175,-93235.07639357721,-17523.220267815457,110.54209396946244
178,w99758908,ab,27512.151103074764,34390.18887884345,62155.14284179054,69061.2698242117,r1,r2,-102590.63768255062,-166735.88309911627,-64145.24541656565,248.9345047255978
179,w99758913,ab,22300.78576510543,27875.982206381785,66297.76659895918,73664.18510995463,r1,r2,-109428.27642804579,-173665.73696842714,-64237.46054038135,208.22132023065353
180,w99758915,ab,10013.713282288307,12517.141602860384,27065.001520575188,30072.223911750207,r1,r1,-48529.25140244273,-75689.96822807357,-27160.716825630843,71.10941483918579
181,w99758919,ab,94696.69321739217,118370.8665217402,208080.77592565658,231200.8621396184,r2,r2,-343449.2869886883,-455167.9707916656,-111718.68380297732,819.0798590054737
182,w99758922,th,11677.410484752485,14596.763105940605,29500.748365313924,32778.60929479325,r1,r1,-52896.69881940193,-80286.2299907674,-27389.531171365474,83.9358181065414
183,w99758926,sfh,4556.491211661925,5695.614014577406,13125.615217519764,14584.016908355294,r1,r1,-23535.05431058286,-40593.46135147211,-17058.407040889255,36.12754547015065
184,w99758928,sfh,17308.899478423707,21636.124348029633,50451.804126083465,56057.56014009274,r1,r2,-83273.6040958785,-111648.38859547219,-28374.78449959369,119.38002583179623
185,w99758931,th,8611.439252918039,10764.299066147547,29795.3796286822,33105.977365202445,r1,r1,-53424.99122094304,-91369.50240716894,-37944.5111862259,65.79372537583113
186,w99758935,ab,44548.24205703894,55685.30257129867,97740.68299085365,108600.75887872626,r2,r2,-161326.61815423868,-248623.17153864936,-87296.55338441068,355.7203856162727
187,w99758936,th,12820.809152675898,16026.011440844872,46648.143097256325,51831.270108062585,r1,r1,-83643.05696058815,-135888.23811294851,-52245.18115236037,99.44306262517348
188,w99758945,mfh,72696.76550898828,90870.95688623533,72696.76550898828,80774.18389887585,r2,r2,-119990.19212311266,-101911.54541410932,18078.64670900334,525.0721962768584
189,w99758951,ab,38846.362119594094,48557.95264949262,88176.77832572878,97974.19813969864,r1,r2,-145540.84350277114,-202211.34877290874,-56670.5052701376,355.6037514369003
190,w99758953,other,30960.182478675506,38700.22809834438,115621.89938143763,128468.77709048626,nr1,nr2,-178347.23454391598,-294527.57739703404,-116180.34285311805,525.4067761451006
191,w99758954,sfh,3643.787391156788,4554.7342389459845,15454.106966036949,17171.229962263275,r0,r1,-27710.186588569235,-50891.762976072554,-23181.57638750332,37.75478148937691
192,w99758959,sfh,3902.3905445980445,4877.988180747555,5386.67163386435,5985.190704293722,r0,r1,-9658.641317403275,-40331.333381902754,-30672.69206449948,30.14875982720405
193,w99758962,mfh,21723.95521923704,27154.944024046297,21723.95521923704,24137.72802137449,r1,r1,-38952.41917826271,-33083.547628642336,5868.871549620373,201.50926117040217
194,w99758966,th,21851.717362183943,27314.646702729926,53966.642471051426,59962.936078946026,r1,r2,-89075.04691581032,-155825.5311560835,-66750.48424027319,155.61690238779408
195,w99758967,ab,10128.948163735615,12661.185204669518,36490.03724639751,40544.485829330566,r1,r1,-65428.93374192909,-100537.83620231529,-35108.9024603862,90.83302856497467
196,w99758970,th,48443.52710272418,60554.40887840523,114162.05294071334,126846.72548968148,r2,r2,-188431.03361774032,-270677.9696850312,-82246.9360672909,391.2386861808598
197,w99758974,sfh,20363.139486646123,25453.924358307653,52549.96407185974,58388.84896873304,r1,r2,-86736.73774750685,-117635.17803758722,-30898.44029008037,163.93810575278476
198,w99758975,sfh,19017.06701210734,23771.333765134175,48769.161981762925,54187.95775751436,r1,r1,-87446.17733349116,-128244.53684402372,-40798.359510532566,139.83927450878545
199,w99758979,trade,40567.1544633245,50708.94307915562,118383.22027633703,131536.91141815225,nr1,nr2,-182606.5828847434,-309625.32599880634,-127018.74311406293,705.2831632008775
200,w99758981,other,27092.453379920906,33865.56672490113,27092.453379920906,30102.725977689894,nr1,nr1,-45396.478180154445,-38558.52421046695,6837.953969687493,319.7999828794971
201,w99758984,ab,41356.19257743753,51695.24072179691,99044.44301429484,110049.38112699427,r1,r2,-163478.54904964834,-234966.66453660163,-71488.11548695329,336.42351993245535
202,w99758985,ab,159203.44292933436,199004.30366166795,308773.6475480953,343081.8306089948,r2,r2,-509648.6622540226,-656067.562671458,-146418.9004174354,1446.6540044941007
203,w99758989,education,66773.88157928629,83467.35197410785,178962.42487789664,198847.1387532185,nr2,nr2,-276050.24424439034,-609276.0044168254,-333225.760172435,963.3213891830295
204,w99758991,ab,38927.20383955835,48659.00479944794,108571.37632794297,120634.8625866033,r1,r2,-179203.30035935252,-274981.9128105433,-95778.6124511908,346.04414169639347
205,w99758995,sfh,4605.429916486004,5756.787395607505,14153.006730026627,15725.56303336292,r1,r1,-25377.231964305814,-48436.65482319946,-23059.422858893646,38.315451947040856
206,w99758997,other,49421.63020499519,61777.03775624399,183323.21692341135,203692.46324823482,nr2,nr2,-282776.7831258604,-442739.8147329292,-159963.03160706884,604.6954287230968
207,w99759000,other,34496.09632156219,43120.120401952736,34496.09632156219,38328.995912846876,nr1,nr1,-57802.1215724567,-49095.53765873967,8706.583913717033,505.76658869385716
208,w99759001,other,21620.245901575137,27025.30737696892,81574.80850317713,90638.67611464126,nr1,nr2,-125829.46295489468,-195175.8204255971,-69346.35747070242,277.86601877255595
209,w99759005,th,21517.100210125434,26896.37526265679,50791.008241442374,56434.45360160264,r1,r2,-83833.47999525166,-138926.48012223,-55093.000126978324,200.24946516156197
210,w99759006,sfh,50992.01233528256,63740.0154191032,107306.25960596674,119229.17733996305,r2,r2,-177115.1524553124,-257236.0816983235,-80120.92924301111,478.86383471041916
211,w99759010,ab,42845.86231337848,53557.32789172309,91918.43252307092,102131.59169230102,r1,r2,-151716.65893078802,-243801.8184473714,-92085.15951658337,347.4218390390277
212,w99759011,health,81096.3879180279,101370.48489753487,269958.28428687295,299953.6492076366,nr2,nr2,-416411.7152750534,-588763.0755388909,-172351.3602638375,1184.1155465334652
213,w99759013,other,48346.56544700629,60433.20680875786,171785.6852225,190872.98358055556,nr2,nr2,-264980.0950993821,-388060.4919660152,-123080.39686663309,1127.2734199425206
214,w99759015,mfh,34217.03964154063,42771.29955192578,34217.03964154063,38018.932935045144,r1,r1,-61353.30595674708,-52109.34423624768,9243.9617204994,262.8249901607633
215,w99759016,other,8362.91554321064,10453.644429013299,39579.42093353886,43977.13437059873,nr1,nr1,-66319.80845722102,-127412.76015925648,-61092.951702035454,162.4421672269469
216,w99759020,other,5363.4306045502435,6704.288255687804,23783.079223761644,26425.64358195738,nr1,nr1,-39851.2464669795,-72123.51121483179,-32272.264747852285,78.66829424034803
217,w99759023,th,6763.263251708072,8454.079064635089,17153.126364166834,19059.029293518703,r1,r1,-30756.63531855696,-46485.631229359,-15728.995910802041,45.55874986834824
218,w99759028,trade,33061.024403090545,41326.28050386318,117384.63411857742,130427.3712428638,nr1,nr2,-181066.25980889838,-279841.8537827314,-98775.59397383302,314.5253525768406
219,w99759036,mfh,42631.70476229463,53289.63095286828,84448.21047114403,93831.34496793781,r1,r2,-139386.62783604566,-216604.67240064123,-77218.04456459556,422.98085668310523
220,w99759038,ab,12476.366237759883,15595.457797199853,40682.52312775101,45202.8034752789,r1,r1,-72946.32483399032,-112018.50238045299,-39072.17754646267,116.55152825303375
221,w99759044,trade,30727.523085082063,38409.403856352576,91754.0768965997,101948.97432955522,nr1,nr2,-141531.02448743823,-274417.31086091924,-132886.286373481,415.2007402397692
222,w99759045,trade,46874.11717738663,58592.646471733286,131494.20155201256,146104.66839112507,nr2,nr2,-202830.32306876944,-376456.23096100404,-173625.9078922346,941.2816024620085
223,w99759047,mfh,44840.233894655554,56050.29236831944,92497.8685975063,102775.40955278477,r2,r2,-152673.0514938927,-208401.38701307666,-55728.33551918395,442.628270605579
224,w99759050,trade,22511.684368925235,28139.60546115654,87689.82726981034,97433.14141090038,nr1,nr2,-135261.90345317166,-216032.73923089387,-80770.83577772221,246.0824731603265
225,w99759051,th,11301.573718027325,14126.967147534155,29950.586920623486,33278.42991180387,r1,r1,-53703.28766531547,-83628.02832561205,-29924.74066029658,91.54405212756247
226,w99759055,other,18027.259599334837,22534.074499168546,63025.800446954905,70028.66716328323,nr1,nr2,-97217.54507378124,-155598.65354165662,-58381.10846787538,270.5142616614699
227,w99759057,th,26936.28423283178,33670.35529103972,63544.9103105719,70605.45590063544,r1,r2,-104884.5288126162,-158208.46405151178,-53323.935238895574,194.30349186724052
228,w99759061,trade,25116.553078843055,31395.691348553817,95523.08154318364,106136.75727020403,nr1,nr2,-147344.7289785213,-238154.62188558644,-90809.89290706514,534.3112589053809
229,w99759062,th,17570.109600664895,21962.637000831117,51134.694142143744,56816.326824604155,r1,r2,-84400.75333907138,-133052.60705078565,-48651.85371171427,137.67195288166403
230,w99759063,sfh,23409.161696221272,29261.45212027659,62796.75246680318,69774.16940755908,r1,r2,-103649.65126636386,-197163.01732940966,-93513.3660630458,182.5971095246263
231,w99759067,other,14604.042087206286,18255.052609007857,53063.728204032785,58959.69800448087,nr1,nr2,-81851.00945763041,-141634.98538560566,-59783.97592797525,347.13443305995315
232,w99759073,sfh,3369.323871661266,4211.654839576582,16322.376591394783,18135.973990438648,r0,r1,-29267.048682298013,-56434.39178326345,-27167.343100965434,34.86947953915223
233,w99759074,mfh,115106.04981104136,143882.5622638017,260161.20526083146,289068.00584536826,r2,r2,-429411.0306512613,-511702.3939998684,-82291.36334860715,1179.944325777702
234,w99759077,sfh,25996.152531155218,32495.19066394402,52914.64659119377,58794.05176799308,r1,r2,-87338.66721785479,-159578.8755118799,-72240.2082940251,212.39228247441352
235,w99759083,trade,15755.53024255659,19694.412803195737,45059.565495100775,50066.1838834453,nr1,nr1,-75502.41217067487,-150949.93061842764,-75447.51844775277,341.51128259450195
236,w99759085,other,16124.762320599133,20155.952900748915,63311.391095623374,70345.9901062482,nr1,nr2,-97658.06977259796,-173569.39387361327,-75911.32410101531,319.12387123871594
237,w99759087,other,51137.99563470979,63922.494543387234,172965.5863999473,192183.9848888303,nr2,nr2,-266800.0973062185,-370167.81599255535,-103367.71868633683,592.8829183824361
238,w99759088,ab,38269.47653436571,47836.84566795714,88658.67471107052,98509.63856785613,r1,r2,-146336.24119970776,-216092.47159649892,-69756.23039679116,334.1662621571682
239,w99759091,sfh,11524.131641001168,14405.164551251459,11524.131641001168,12804.590712223518,r1,r1,-20663.493448387035,-17550.172340909307,3113.321107477728,80.87078364617192
240,w99759093,sfh,24764.95217261122,30956.190215764025,54665.253714504965,60739.1707938944,r1,r2,-90228.14494891322,-175646.53958875194,-85418.39463983872,176.2003906674683
241,w99759094,other,37582.71276836215,46978.390960452685,127766.57717581006,141962.86352867784,nr1,nr2,-197080.44780750092,-295693.1347768625,-98612.68696936159,339.69808716569094
242,w99759096,mfh,23598.463882924807,29498.079853656007,47013.13833967629,52236.8203774181,r1,r1,-84297.51640581037,-131746.34105400997,-47448.8246481996,246.47077107857913
243,w99759099,th,7134.781015914094,8918.476269892617,24989.00373869263,27765.55970965848,r1,r1,-44806.856700513636,-83242.53948028,-38435.682779766365,50.23060751573648
244,w99759102,other,128159.99370613102,160199.99213266376,404928.3339724756,449920.3710805284,nr2,nr2,-624603.5477606102,-801938.0750057441,-177334.52724513388,1460.464218017459
245,w99759105,mfh,22334.256335775855,27917.820419719817,53255.998957558084,59173.332175064534,r1,r2,-87902.08892905412,-128622.96974662633,-40720.88081757221,189.26809048298745
246,w99759110,th,4375.3120568172735,5469.140071021591,21502.86142041705,23892.068244907834,r0,r1,-38555.984079661306,-67956.0484133254,-29400.0643336641,35.61810292806477
247,w99759111,th,34535.9950545772,43169.9938182215,34535.9950545772,38373.327838419114,r1,r1,-61925.21308978951,-52595.083434847416,9330.129654942095,238.72463138289748
248,w99759113,th,86670.32318175596,108337.90397719495,212224.98925564316,235805.54361738128,r2,r2,-350289.5494155328,-496117.42932959157,-145827.87991405878,635.4707306571305
249,w99759120,th,23237.39167444857,29046.73959306071,23237.39167444857,25819.324082720632,r1,r1,-41666.106009602714,-35388.36949664989,6277.736512952826,160.90588292758912
250,w99759121,ab,3818.7156608234063,4773.394576029257,17191.860563128615,19102.06729236513,r0,r1,-30826.088175519108,-53396.84179494464,-22570.75361942553,33.129497365746644
251,w99759126,ab,34300.81502744586,42876.01878430732,74661.4219255084,82957.13547278711,r1,r2,-123232.97052217374,-195677.46806424507,-72444.49754207133,310.54387535755524
252,w99759127,other,8496.79167350324,10620.989591879048,32860.8525520517,36512.05839116855,nr1,nr1,-55062.08518443309,-82960.66670170972,-27898.58151727663,85.13879598667843
253,w99759131,ab,20787.501022478882,25984.3762780986,66274.46957377039,73638.29952641155,r1,r2,-109389.8233482048,-165139.50385509708,-55749.680506892284,184.6887545518577
254,w99759132,ab,17695.00512599379,22118.756407492237,44301.10147182197,49223.44607980218,r1,r1,-79434.66358561962,-119032.64883653527,-39597.98525091565,153.35469039995223
255,w99759137,mfh,21055.671207008436,26319.589008760544,26131.587467902093,29035.09718655788,r1,r1,-46855.58124985435,-224850.98219064713,-177995.40094079278,162.2998407471925
256,w99759138,mfh,56330.74901759959,70413.43627199948,114243.39084343535,126937.10093715039,r2,r2,-188565.28650376864,-271399.44581268815,-82834.15930891951,557.9003615580499
257,w99759140,ab,17634.05521702537,22042.56902128171,54087.72543979606,60097.4727108845,r1,r2,-89274.90131897094,-137658.11072987836,-48383.209410907424,160.4533356629312
258,w99759142,sfh,17650.096411774208,22062.620514717757,50447.45984022519,56052.73315580576,r1,r2,-83266.43360223791,-102733.87962417319,-19467.446021935277,128.98004897348582
259,w99759148,ab,59352.94618142581,74191.18272678225,122067.53269869335,135630.59188743704,r2,r2,-201479.48258715306,-293203.8092744115,-91724.32668725846,518.2482564277947
260,w99759152,ab,16837.00273483737,21046.253418546712,44876.1750923536,49862.41676928178,r1,r1,-80465.80678671927,-117985.32401472377,-37519.51722800449,155.39786574579776
261,w99759159,sfh,9767.034283888204,12208.792854860254,34070.300398334104,37855.889331482336,r1,r1,-61090.193256799124,-104100.96564019794,-43010.77238339882,71.9146042395383
262,w99759161,mfh,32388.127737790874,40485.15967223859,71934.50220725962,79927.2246747329,r1,r2,-118732.03270731981,-190805.54961478908,-72073.51690746927,242.4930030848831
263,w99759162,mfh,77904.36715681193,97380.45894601491,155025.33407488256,172250.37119431395,r2,r2,-255878.22909803299,-367013.06770655746,-111134.83860852447,714.1891373082996
264,w99759164,mfh,71961.73720566227,89952.17150707783,71961.73720566227,79957.48578406918,r2,r2,-118776.98563841553,-100881.12996452783,17895.855673887694,595.7694656141102
265,w99759165,mfh,22755.65774251579,28444.572178144736,63770.821559896285,70856.46839988476,r1,r2,-105257.40832134559,-141672.9662436904,-36415.557922344815,160.50856082765387
266,w99759170,sfh,11619.451405943726,14524.314257429656,47013.36803003878,52237.07558893198,r1,r1,-84297.92825508877,-116021.30315080938,-31723.37489572061,93.69908212199807
267,w99759172,other,17169.669362300792,21462.08670287599,61730.81695510983,68589.7966167887,nr1,nr2,-95220.02794436042,-160925.98426188453,-65705.9563175241,204.59550149962305
268,w99759176,sfh,4163.668093659857,5204.585117074821,14493.422515544977,16103.802795049975,r0,r1,-25987.618896086373,-38948.48897646518,-12960.870080378809,41.50382452430203
269,w99759177,ab,44758.280247853094,55947.850309816364,106008.57950246714,117787.31055829681,r2,r2,-174973.25681741076,-241613.53539502213,-66640.27857761137,360.73507672324774
270,w99759180,education,19069.298725020304,23836.62340627538,74374.97687321722,82638.86319246358,nr1,nr2,-114723.69434830046,-161740.98484804036,-47017.2904997399,347.1465133147314
271,w99759183,sfh,18376.72489710795,22970.906121384935,42546.20900035321,47273.56555594801,r1,r1,-76288.03091806117,-149332.72486369108,-73044.69394562992,128.67689446713774
272,w99759189,ab,18363.415474169808,22954.269342712258,57837.994960024385,64264.43884447154,r1,r2,-95464.93683286203,-148037.31722062925,-52572.38038776722,171.2441471248865
273,w99759190,other,20710.457907946584,25888.072384933228,75198.04717388457,83553.38574876063,nr1,nr2,-115993.28352426598,-185285.1201578805,-69291.83663361453,369.99921465907244
274,w99759195,sfh,22818.050116989565,28522.562646236955,51261.17835256776,56956.864836186396,r1,r2,-84609.52280223879,-135764.1019726947,-51154.57917045592,184.4751641433686
275,w155463247,mfh,90574.02742084471,113217.53427605589,186269.900882997,206966.55653666332,r2,r2,-307449.1834294956,-391039.25979348377,-83590.07636398816,886.8482149265707
276,w155463249,trade,23648.752708879776,29560.940886099717,87242.84372721925,96936.49303024361,nr1,nr2,-134572.42958071115,-230892.14277491122,-96319.71319420007,403.549402025342
277,w155463253,mfh,85711.09171490726,107138.86464363408,85711.09171490726,95234.54634989696,r2,r2,-141471.08595473718,-120155.9622995423,21315.123655194882,721.7602650925515
278,w155463254,mfh,87014.59305688317,108768.24132110395,87014.59305688317,96682.88117431464,r2,r2,-143622.58988151213,-121983.30407025293,21639.285811259208,852.2730644002556
279,w155463255,mfh,71073.4939418158,88841.86742726975,71073.4939418158,78970.54882423978,r2,r2,-117310.889050283,-99635.92678267413,17674.962267608877,713.9319995328784
280,w155463260,mfh,66389.32398774149,82986.65498467686,121068.10069432911,134520.1118825879,r2,r2,-199829.86258854633,-259205.44144174363,-59375.57885319731,725.1058137452229
281,w155463261,mfh,96812.24176736335,121015.30220920418,156542.2147043533,173935.7941159481,r2,r2,-258381.9278098487,-412328.3634125764,-153946.43560272767,1003.1358517257496
282,w155463268,mfh,88048.47049851796,110060.58812314743,159567.24377622348,177296.93752913718,r2,r2,-263374.9122565477,-362066.0384934312,-98691.12623688346,907.8277638942003
283,w155463269,mfh,65800.13973759115,82250.17467198893,131879.48496798522,146532.76107553914,r2,r2,-217674.67407403674,-317232.14846859814,-99557.4743945614,646.430608794326
284,w155463275,mfh,56742.54191479465,70928.17739349332,123394.95860740752,137105.50956378612,r2,r2,-203670.47538718514,-227266.12982585584,-23595.654438670696,531.2511221051216
285,w155463277,mfh,75825.75026506544,94782.18783133179,151532.00259406594,168368.89177118437,r2,r2,-250112.28459420113,-341853.0697588906,-91740.78516468947,722.3371928531676
286,w155463281,mfh,81167.2147222987,101459.01840287336,129551.36276085915,143945.95862317682,r2,r2,-213831.97448536515,-367982.98038223083,-154151.00589686568,852.691491766274
287,w155463286,sfh,11379.481362010443,14224.351702513053,21335.71807363871,23706.35341515412,r1,r1,-38256.28553762038,-97993.07721666094,-59736.79167904056,75.58565192222595
288,w155463289,mfh,92029.85106537899,115037.31383172373,189460.16018468578,210511.2890940953,r2,r2,-312714.8898725815,-391268.444820896,-78553.5549483145,870.3151384696364
289,w155463294,mfh,73954.39748668816,92442.9968583602,73954.39748668816,82171.55276298684,r2,r2,-122065.98602629152,-103674.5842166232,18391.401809668314,520.8021583877504
290,w155463296,mfh,59600.264491446156,74500.33061430769,149851.71086067607,166501.90095630675,r2,r2,-247338.86645791007,-301012.3243277376,-53673.45786982754,531.2875348292291
291,w155463300,mfh,82377.16016846654,102971.45021058316,145780.16516082495,161977.9612898055,r2,r2,-240618.5461335792,-364880.1415833671,-124261.59544978788,903.6974393147975
292,w155463302,mfh,73694.19011571503,92117.73764464378,162906.195564221,181006.88396024556,r2,r2,-268886.0441993038,-323073.3749257935,-54187.330726489716,619.062746527791
293,w155463304,mfh,132782.97083749846,165978.71354687307,132782.97083749846,147536.6342638872,r2,r2,-219165.9294593951,-186144.7021470709,33021.22731232419,1087.9011799693108
294,w155463308,mfh,74398.41232336155,92998.01540420194,147385.4815572954,163761.64617477267,r2,r2,-243268.213164598,-334086.90313024225,-90818.68996564424,740.3594694465398
295,w155463310,mfh,78437.63363840502,98047.04204800627,78437.63363840502,87152.92626489447,r2,r2,-129465.82511694926,-109959.50654403237,19506.31857291689,722.3160033598542
296,w155463313,mfh,75098.58684319264,93873.2335539908,118627.44188251636,131808.2687583515,r2,r2,-195801.4148620767,-321957.88892935816,-126156.47406728147,774.0583199881017
297,w155463314,mfh,104359.84119134728,130449.8014891841,201931.4964824973,224368.329424997,r2,r2,-333299.54763457406,-436633.5462454906,-103333.99861091655,1101.9502923069522
298,w155463317,mfh,74649.75970721088,93312.1996340136,143289.21159194486,159210.23510216095,r2,r2,-236507.0840182156,-325326.05645302753,-88818.97243481193,740.3064833164215
299,w155463319,mfh,78474.43739685023,98093.04674606278,145828.4042201316,162031.56024459066,r2,r2,-240698.16747509988,-309619.79794280726,-68921.63046770738,828.4481069911271
300,w155463321,mfh,75955.85291213829,94944.81614017286,143438.5743173969,159376.19368599655,r2,r2,-236753.61578613592,-320152.2680365514,-83398.6522504155,781.2118542082608
301,w155463324,mfh,76230.77521241456,95288.4690155182,160134.95033012077,177927.7225890231,r2,r2,-264311.9445714622,-334416.0385472459,-70104.09397578367,722.1055689860135
302,w155463327,mfh,78934.78481367027,98668.48101708783,144237.2233375608,160263.58148617868,r2,r2,-238071.83192267854,-365932.4022913798,-127860.57036870127,780.4636536210775
303,w155463330,mfh,92798.36038612344,115997.9504826543,92798.36038612344,103109.28931791494,r2,r2,-153169.03047170752,-130091.40437858965,23077.62609311787,867.026127423346
304,w155463331,mfh,75620.8436945795,94526.05461822437,161247.17579186105,179163.5286576234,r2,r2,-266147.73665800196,-350268.2844732695,-84120.54781526752,701.7002469789237
305,w155463336,mfh,37646.38639526564,47057.98299408205,82538.53583434132,91709.48426037925,r1,r2,-136234.60002630408,-158777.52765621414,-22542.92762991006,356.26551316827533
306,w155463337,trade,16347.364508861188,20434.205636076484,59172.9222938284,65747.69143758711,nr1,nr2,-91274.46536897663,-145429.8468650211,-54155.38149604447,437.0872274041176
307,w155463339,mfh,96284.55889755068,120355.69862193835,96284.55889755068,106982.84321950076,r2,r2,-158923.2015993589,-134978.60775596675,23944.593843392155,868.4495440013707
308,w155463342,mfh,72192.16091602764,90240.20114503455,125130.04950329757,139033.3883369973,r2,r2,-206534.3426925767,-339456.7125612809,-132922.36986870418,722.9579402044416
309,w155463343,mfh,87271.28425516972,109089.10531896215,182362.7691744811,202625.29908275677,r2,r2,-301000.23785299447,-402327.5676557852,-101327.32980279071,844.8904670208692
310,w155463347,mfh,101563.78341079073,126954.7292634884,195710.88465394767,217456.5385043863,r2,r2,-323032.0700761855,-383207.9561212436,-60175.88604505808,1083.6851687338203
311,w155463348,mfh,73742.38733091138,92177.98416363922,144820.76491530155,160911.9610170017,r2,r2,-239035.00085508835,-309934.909648933,-70899.90879384463,740.608741542697
312,w155463352,mfh,38492.77211566138,48115.965144576716,38492.77211566138,42769.74679517931,r1,r1,-69019.96342981061,-58620.884033091104,10399.079396719506,356.4181080274284
313,w155463353,mfh,96023.96050529758,120029.95063162198,96023.96050529758,106693.28945033065,r2,r2,-158493.06896643512,-134613.28221911515,23879.786747319973,722.1394314199686
314,w155463354,mfh,75225.69127239037,94032.11409048796,187294.1777654443,208104.64196160476,r2,r2,-309139.8113281594,-374688.0423868706,-65548.23105871119,696.3946817303076
315,w155463358,mfh,87470.73329689098,109338.41662111372,190927.28764734967,212141.4307192774,r2,r2,-315136.468121374,-369340.6575650222,-54204.18944364815,865.4375973489136
316,w155463359,mfh,103923.56216152417,129904.4527019052,200634.12279915024,222926.80311016692,r2,r2,-331158.15776075586,-431855.0967636597,-100696.93900290382,1101.9756921548396
317,w155463364,mfh,74624.72489312779,93280.90611640972,143564.7779021287,159516.4198912541,r2,r2,-236961.92206046006,-326547.8867073849,-89585.96464692484,740.593882034719
318,w155463365,mfh,57345.292217422895,71681.61527177862,105728.02317289257,117475.58130321397,r2,r2,-174510.18246119554,-236406.8420413383,-61896.65958014276,603.6562003400177
319,w155463369,mfh,76517.50006263371,95646.87507829214,174449.9518470026,193833.2798300029,r2,r2,-287939.677803155,-337395.85865704855,-49456.18085389357,722.4004129424691
320,w155463370,mfh,67777.64861111336,84722.06076389168,133103.75935795248,147893.06595328054,r2,r2,-219695.40936033244,-274564.32140911656,-54868.912048784114,696.1379145577084
321,w155463373,mfh,87284.13642326384,109105.1705290798,171854.26793553864,190949.18659504293,r2,r2,-283655.35223451705,-369015.18667821045,-85359.8344436934,865.3327697202564
322,w155463376,mfh,78349.89022816702,97937.36278520877,156453.43080105938,173837.14533451042,r2,r2,-258235.38487167135,-374254.36972141196,-116018.9848497406,746.0008564919234
323,w155463378,mfh,75289.53058162499,94111.91322703123,149021.482669433,165579.42518825887,r2,r2,-245968.52708344418,-335646.1952793513,-89677.66819590714,701.7079005709849
324,w155463380,mfh,80794.44802773364,100993.06003466704,140684.60308128386,156316.22564587096,r2,r2,-232208.0278853665,-348225.9778763312,-116017.9499909647,903.4881653226912
325,w155463382,mfh,67195.36451178146,83994.20563972682,150368.7714173962,167076.41268599578,r2,r2,-248192.30464193024,-288221.5192941703,-40029.21465224007,654.6620004437864
326,w155463388,mfh,81045.45395849762,101306.81744812202,81045.45395849762,90050.50439833068,r2,r2,-133770.18252597013,-113615.3363065009,20154.846219469226,654.8312545590103
327,w155463390,mfh,67307.170216775,84133.96277096875,127909.41103823822,142121.5678202647,r2,r2,-211121.83874170817,-280471.7235208576,-69349.8847791494,658.415929133445
